RetainedRef	DuplicateRef
gene=CHD1	unassigned_transcript_1823
gene=YDR170W-A	unassigned_transcript_1147
gene=GID12	unassigned_transcript_796
gene=TFA2	unassigned_transcript_3831
gene=YFL002W-A	gene=YGR161W-B
gene=TMA19	unassigned_transcript_3709
gene=YOL075C	unassigned_transcript_5487
gene=RPC17	unassigned_transcript_3356
gene=CIN8	unassigned_transcript_1551
gene=GPN3	unassigned_transcript_4219
gene=SEC26	unassigned_transcript_1219
gene=SOR1	unassigned_transcript_3536
gene=STD1	unassigned_transcript_5620
gene=ATG26	unassigned_transcript_4166
gene=ARB1	unassigned_transcript_1665
gene=MED1	unassigned_transcript_6333
gene=MRPL39	unassigned_transcript_4588
gene=FET4	unassigned_transcript_4961
gene=SUF3	unassigned_transcript_1390
gene=RNT1	unassigned_transcript_4873
gene=RRT7	unassigned_transcript_3911
gene=YKL102C	unassigned_transcript_3658
gene=YNCD0015C	unassigned_transcript_1084
gene=YNCD0015C	gene=YNCE0025C
gene=YNCD0015C	unassigned_transcript_1787
gene=YNCD0015C	gene=YNCI0005W
gene=YNCD0015C	unassigned_transcript_3008
gene=YNCD0015C	gene=YNCL0038W
gene=YNCD0015C	unassigned_transcript_4283
gene=YNCD0015C	gene=YNCL0051C
gene=YNCD0015C	unassigned_transcript_4443
gene=YNCD0015C	gene=YNCN0012C
gene=YNCD0015C	unassigned_transcript_5271
gene=YNCD0015C	gene=YNCN0015W
gene=YNCD0015C	unassigned_transcript_5291
gene=YNCD0015C	gene=YNCP0020W
gene=YNCD0015C	unassigned_transcript_6409
gene=YNCD0015C	gene=YNCP0024C
gene=YNCD0015C	unassigned_transcript_6445
gene=MEC1	unassigned_transcript_367
gene=HLJ1	unassigned_transcript_4786
gene=DAK2	unassigned_transcript_1868
gene=SRP1	unassigned_transcript_5111
gene=ORC2	unassigned_transcript_291
gene=TEA1	unassigned_transcript_5910
gene=SAH1	unassigned_transcript_1674
gene=YNCG0018C	unassigned_transcript_2222
gene=DFP2	unassigned_transcript_90
gene=SNR85	unassigned_transcript_4486
gene=SLX1	unassigned_transcript_462
gene=UPC2	unassigned_transcript_1196
gene=ARP1	unassigned_transcript_2799
gene=ITR1	unassigned_transcript_1488
gene=TOS7	unassigned_transcript_5548
gene=ELP3	unassigned_transcript_6175
gene=GCD1	unassigned_transcript_5834
gene=MIH1	unassigned_transcript_4646
gene=MSB3	unassigned_transcript_5007
gene=TMA108	unassigned_transcript_2945
gene=AIP5	unassigned_transcript_1948
gene=TLC1	unassigned_transcript_262
gene=REX3	unassigned_transcript_4051
gene=MDM34	unassigned_transcript_2048
gene=CAX4	unassigned_transcript_2314
gene=KSP1	unassigned_transcript_2751
gene=YAL037C-A	unassigned_transcript_32
gene=ECM38	unassigned_transcript_4277
gene=LOS1	unassigned_transcript_3559
gene=YNL143C	unassigned_transcript_5155
gene=SRO9	unassigned_transcript_573
gene=NUP116	unassigned_transcript_4660
gene=YPS6	unassigned_transcript_3137
gene=TRM10	unassigned_transcript_5468
gene=RIC1	unassigned_transcript_3985
gene=OTO1	unassigned_transcript_2531
gene=MIG3	unassigned_transcript_1657
gene=YNCG0027W	unassigned_transcript_2371
gene=STS1	unassigned_transcript_3105
gene=RRF1	unassigned_transcript_2698
gene=ATG14	unassigned_transcript_360
gene=CWC21	unassigned_transcript_1474
gene=YBR032W	unassigned_transcript_257
gene=YFR057W	unassigned_transcript_1999
gene=DFG10	unassigned_transcript_3039
gene=RPC31	unassigned_transcript_5147
gene=BPH1	unassigned_transcript_654
gene=SRD1	unassigned_transcript_631
gene=TOP2	unassigned_transcript_5210
gene=YHR180W	unassigned_transcript_2857
gene=ASM4	unassigned_transcript_879
gene=YDR029W	unassigned_transcript_992
gene=MET22	unassigned_transcript_5497
gene=IRC5	unassigned_transcript_1981
gene=CAF120	unassigned_transcript_5028
gene=NNF2	unassigned_transcript_2369
gene=YNL033W	unassigned_transcript_5273
gene=YTH1	unassigned_transcript_6369
gene=IRA1	unassigned_transcript_371
gene=HAP1	unassigned_transcript_4232
gene=COT1	unassigned_transcript_5892
gene=ERV2	unassigned_transcript_6304
gene=RIB7	unassigned_transcript_384
gene=PBS2	unassigned_transcript_3231
gene=SNZ1	unassigned_transcript_4713
gene=HOT13	unassigned_transcript_3678
gene=CFD1	unassigned_transcript_3090
gene=FAR8	unassigned_transcript_4638
gene=LEA1	unassigned_transcript_6047
gene=ALK2	unassigned_transcript_208
gene=RGI2	unassigned_transcript_3030
gene=RRG7	unassigned_transcript_5882
gene=PIH1	unassigned_transcript_2694
gene=HAP3	unassigned_transcript_195
gene=GLO4	unassigned_transcript_5612
gene=PRP31	unassigned_transcript_2373
gene=ANY1	unassigned_transcript_4610
gene=CAC2	unassigned_transcript_4487
gene=UTP4	unassigned_transcript_1317
gene=CHS7	unassigned_transcript_2816
gene=TPO2	unassigned_transcript_2426
gene=RET2	unassigned_transcript_1994
gene=ACM1	unassigned_transcript_5988
gene=YLR412C-A	unassigned_transcript_4401
gene=GIS3	unassigned_transcript_4037
gene=BUD8	unassigned_transcript_4336
gene=HDA1	unassigned_transcript_5287
gene=SBH1	unassigned_transcript_1730
gene=AHC1	unassigned_transcript_5594
gene=YLR297W	unassigned_transcript_4275
gene=PTP2	unassigned_transcript_5783
gene=GAL11	unassigned_transcript_5514
gene=APN1	unassigned_transcript_3645
gene=SPT8	unassigned_transcript_4000
gene=PSY3	unassigned_transcript_4360
gene=TOM7	unassigned_transcript_5228
gene=ENT5	unassigned_transcript_1128
gene=MON1	unassigned_transcript_2141
gene=YLR125W	unassigned_transcript_4069
gene=CLB5	unassigned_transcript_6384
gene=ARE1	unassigned_transcript_671
gene=PFK26	unassigned_transcript_2977
gene=CSA1	unassigned_transcript_6450
gene=GYL1	unassigned_transcript_4821
gene=GCY1	unassigned_transcript_5691
gene=NPP1	unassigned_transcript_645
gene=MRPL22	unassigned_transcript_5122
unassigned_transcript_1307	unassigned_transcript_2457
gene=UFD2	unassigned_transcript_783
gene=MRP4	unassigned_transcript_2648
gene=FCY1	unassigned_transcript_6325
gene=CDH1	unassigned_transcript_2268
gene=RGA2	unassigned_transcript_1376
gene=DXO1	unassigned_transcript_1366
gene=MOR1	unassigned_transcript_1362
gene=TRI1	unassigned_transcript_4866
gene=ORC4	unassigned_transcript_6437
gene=FMP25	unassigned_transcript_4020
gene=USO1	unassigned_transcript_908
gene=MSH5	unassigned_transcript_816
gene=NHP10	unassigned_transcript_962
gene=ARG81	unassigned_transcript_4491
gene=SNR11	unassigned_transcript_4824
gene=YHS7	unassigned_transcript_2797
gene=ATG13	unassigned_transcript_6460
gene=SEC12	unassigned_transcript_5332
gene=DLD2	unassigned_transcript_794
gene=LIA1	unassigned_transcript_3444
gene=SLD2	unassigned_transcript_3650
gene=CDC8	unassigned_transcript_3431
gene=APM3	unassigned_transcript_524
gene=YOL118C	unassigned_transcript_5438
gene=YPR078C	unassigned_transcript_6340
gene=RNA15	unassigned_transcript_2224
gene=TIM23	unassigned_transcript_5324
gene=ERG9	unassigned_transcript_2869
gene=TDA4	unassigned_transcript_3491
gene=SUT169	unassigned_transcript_2811
gene=YPS7	unassigned_transcript_1341
gene=PMD1	unassigned_transcript_1776
gene=YCL075W	unassigned_transcript_540
gene=SLX4	unassigned_transcript_4079
gene=MSH2	unassigned_transcript_5471
gene=MYO2	unassigned_transcript_5901
gene=HSP78	unassigned_transcript_1239
gene=STE14	unassigned_transcript_1408
gene=AVO1	unassigned_transcript_5483
gene=KRE2	unassigned_transcript_1475
gene=ILV1	unassigned_transcript_1728
gene=YIH1	unassigned_transcript_678
gene=SWR1	unassigned_transcript_1326
gene=CNA1	unassigned_transcript_4422
gene=MMS1	unassigned_transcript_6439
gene=FES1	unassigned_transcript_334
gene=RNA1	unassigned_transcript_4868
gene=YBL044W	unassigned_transcript_170
gene=BCS1	unassigned_transcript_1372
gene=GRX2	unassigned_transcript_1504
gene=KTA1	unassigned_transcript_562
gene=YLR012C	unassigned_transcript_3955
gene=RHO3	unassigned_transcript_2966
gene=ALT1	unassigned_transcript_4032
gene=PRS4	unassigned_transcript_148
gene=PRP28	unassigned_transcript_1224
gene=YEL023C	unassigned_transcript_1595
gene=HST2	unassigned_transcript_6247
gene=PAC10	unassigned_transcript_2357
gene=YNCD0021C	unassigned_transcript_1265
gene=YNCD0021C	gene=YNCI0004W
gene=YNCD0021C	unassigned_transcript_2999
gene=SAS4	unassigned_transcript_1159
gene=KRE6	unassigned_transcript_6432
gene=FOL2	unassigned_transcript_2569
gene=YBR292C	unassigned_transcript_528
gene=SUP11	gene=SUP6
gene=SUP11	gene=SUP7
gene=SUP11	gene=SUP5
gene=SUP11	gene=SUP8
gene=PAN3	unassigned_transcript_3740
gene=APL4	unassigned_transcript_6295
gene=NSI1	unassigned_transcript_989
gene=SCR1	unassigned_transcript_1786
gene=YDL124W	unassigned_transcript_846
gene=TPA1	unassigned_transcript_1683
gene=RDS3	unassigned_transcript_6356
gene=PFU1	unassigned_transcript_1292
gene=YNL165W	unassigned_transcript_5131
gene=ERP4	unassigned_transcript_5586
gene=AVT2	unassigned_transcript_1548
gene=LAA1	unassigned_transcript_3155
gene=DON1	unassigned_transcript_1260
gene=CMR3	unassigned_transcript_6277
gene=GIP3	unassigned_transcript_6124
gene=YLR406C-A	unassigned_transcript_4391
gene=GDI1	unassigned_transcript_1784
gene=HUB1	unassigned_transcript_5339
gene=LAM1	unassigned_transcript_2830
gene=DAD3	unassigned_transcript_469
gene=SNR55	unassigned_transcript_4315
gene=HBT1	unassigned_transcript_750
gene=SIP5	unassigned_transcript_4764
gene=ACO1	unassigned_transcript_4284
gene=NGL2	unassigned_transcript_4925
gene=FAA3	unassigned_transcript_3084
gene=RTG2	unassigned_transcript_2013
gene=YOR012W	unassigned_transcript_5583
gene=VMA5	unassigned_transcript_3682
gene=GRX1	unassigned_transcript_575
gene=VCX1	unassigned_transcript_842
gene=TRM732	unassigned_transcript_4896
gene=NGL3	unassigned_transcript_4470
gene=TES1	unassigned_transcript_3389
gene=WIP1	unassigned_transcript_1371
gene=POL2	unassigned_transcript_5043
gene=YBL071C	unassigned_transcript_146
gene=AIM18	unassigned_transcript_2877
gene=NNR2	unassigned_transcript_3611
gene=MDM12	unassigned_transcript_5559
gene=ATG8	unassigned_transcript_138
gene=MPS1	unassigned_transcript_935
gene=ALD5	unassigned_transcript_1711
gene=RAD17	unassigned_transcript_5943
gene=SEN2	unassigned_transcript_4048
gene=NUP1	unassigned_transcript_5670
gene=SNF6	unassigned_transcript_2621
gene=ACO2	unassigned_transcript_3161
gene=PRR2	unassigned_transcript_758
gene=BDS1	unassigned_transcript_5392
gene=YCS4	unassigned_transcript_4251
gene=PGC1	unassigned_transcript_6054
gene=VOA1	unassigned_transcript_2388
gene=ELC1	unassigned_transcript_6218
gene=GUT1	unassigned_transcript_2614
gene=MLH2	unassigned_transcript_3979
gene=SMC2	unassigned_transcript_1968
gene=YLR419W	unassigned_transcript_4407
gene=ADY3	unassigned_transcript_735
gene=MRC1	unassigned_transcript_549
gene=ESP1	unassigned_transcript_2380
gene=MTC6	unassigned_transcript_2826
gene=MDM10	unassigned_transcript_62
gene=SUI1	unassigned_transcript_5061
gene=GIP4	unassigned_transcript_40
gene=CST6	unassigned_transcript_3053
gene=IRC22	unassigned_transcript_1623
gene=CDC60	unassigned_transcript_6100
gene=PIB2	unassigned_transcript_2246
gene=MRPL24	unassigned_transcript_4822
gene=KAR5	unassigned_transcript_4680
gene=CIS3	unassigned_transcript_3200
gene=GIC2	unassigned_transcript_1296
gene=RBG2	unassigned_transcript_2472
gene=NUP49	unassigned_transcript_2094
gene=SEG2	unassigned_transcript_3654
gene=ABM1	unassigned_transcript_3483
gene=DUR3	unassigned_transcript_2631
gene=TED1	unassigned_transcript_3050
gene=NDC80	unassigned_transcript_2939
gene=SEC31	unassigned_transcript_778
gene=DDE1	unassigned_transcript_2706
gene=ENT3	unassigned_transcript_3500
gene=RNP1	unassigned_transcript_3897
gene=YKR073C	unassigned_transcript_3842
gene=EAP1	unassigned_transcript_3560
gene=STH1	unassigned_transcript_2958
gene=SDC25	unassigned_transcript_3926
gene=RIM21	unassigned_transcript_5006
gene=SNR50	unassigned_transcript_5528
gene=HXT7	unassigned_transcript_1334
gene=TMA64	unassigned_transcript_1094
gene=SDS22	unassigned_transcript_3569
gene=PDC6	unassigned_transcript_2367
gene=PAI3	unassigned_transcript_4800
gene=PMP1	unassigned_transcript_643
gene=TOM1	unassigned_transcript_1449
gene=HUR1	unassigned_transcript_2099
gene=SKG3	unassigned_transcript_4164
gene=PHM7	unassigned_transcript_5478
gene=SUT053	unassigned_transcript_996
gene=RBH1	unassigned_transcript_3178
gene=YCK2	unassigned_transcript_5144
gene=MET17	unassigned_transcript_4282
gene=YJR084W	unassigned_transcript_3456
gene=YLR462W	unassigned_transcript_4450
gene=JJJ3	unassigned_transcript_3470
gene=SRB7	unassigned_transcript_1295
gene=GIS1	unassigned_transcript_1069
gene=MRX18	unassigned_transcript_284
gene=YNL040C-A	unassigned_transcript_5262
gene=CSS3	unassigned_transcript_5398
gene=MRH1	unassigned_transcript_998
gene=TCD2	unassigned_transcript_3738
gene=AIM7	unassigned_transcript_1036
gene=VPS41	unassigned_transcript_1054
gene=CEX1	unassigned_transcript_5683
gene=TIM8	unassigned_transcript_3512
gene=CDC50	unassigned_transcript_710
gene=DRN1	unassigned_transcript_2375
gene=RPN14	unassigned_transcript_2267
gene=GDH2	unassigned_transcript_757
gene=YAR066W	unassigned_transcript_99
gene=PIC2	unassigned_transcript_1687
gene=RAD4	unassigned_transcript_1821
gene=RTT101	unassigned_transcript_3319
gene=ALG13	unassigned_transcript_2221
gene=PRP21	unassigned_transcript_3159
gene=CSE1	unassigned_transcript_2027
gene=DGR2	unassigned_transcript_3639
gene=YLR257W	unassigned_transcript_4235
gene=HTS1	unassigned_transcript_6299
gene=CSH1	unassigned_transcript_392
gene=KXD1	unassigned_transcript_2189
gene=YFL051C	unassigned_transcript_1870
gene=YPT52	unassigned_transcript_3782
gene=AIP1	unassigned_transcript_4709
gene=PMT3	unassigned_transcript_5897
gene=VMA13	unassigned_transcript_6302
gene=BUD2	unassigned_transcript_3670
gene=UGA1	unassigned_transcript_2289
gene=IES4	unassigned_transcript_5762
gene=YMR209C	unassigned_transcript_4841
gene=SNR61	unassigned_transcript_4314
gene=SKI7	unassigned_transcript_5649
gene=YNCG0042C	gene=YNCJ0019C
gene=YNCG0042C	gene=YNCM0022C
gene=GTT1	unassigned_transcript_3136
gene=HXT3	unassigned_transcript_1337
gene=NUP100	unassigned_transcript_3696
gene=GAA1	unassigned_transcript_4031
gene=PUP1	unassigned_transcript_5729
gene=UBP2	unassigned_transcript_5694
gene=OST6	unassigned_transcript_4578
gene=TMA16	unassigned_transcript_5826
gene=DSC3	unassigned_transcript_5798
gene=YNL095C	unassigned_transcript_5204
gene=AGP1	unassigned_transcript_586
gene=YLR154C-H	unassigned_transcript_4121
gene=YLR154C-H	gene=YLR156C-A
gene=YLR154C-H	unassigned_transcript_4125
gene=YLR154C-H	gene=YLR157C-C
gene=YLR154C-H	unassigned_transcript_4133
gene=YLR154C-H	gene=YLR159C-A
gene=YLR154C-H	unassigned_transcript_4137
gene=RAM1	unassigned_transcript_877
gene=OLA1	unassigned_transcript_250
gene=YHI9	unassigned_transcript_2689
gene=YNCL0004C	unassigned_transcript_3980
gene=SNF7	unassigned_transcript_3968
gene=RAD57	unassigned_transcript_968
gene=GRE3	unassigned_transcript_2773
gene=NUP188	unassigned_transcript_4485
gene=RIM13	unassigned_transcript_4777
gene=DFR1	unassigned_transcript_5811
gene=PEX21	unassigned_transcript_2542
gene=CAF40	unassigned_transcript_5013
gene=DPC7	unassigned_transcript_3699
gene=CFT2	unassigned_transcript_4061
gene=SPC110	unassigned_transcript_1348
gene=BAT2	unassigned_transcript_3525
gene=LDS1	unassigned_transcript_54
gene=PDR8	unassigned_transcript_4246
gene=SMN1	unassigned_transcript_2882
gene=YDR034C-A	unassigned_transcript_1004
gene=YGP1	unassigned_transcript_5137
gene=PAU2	unassigned_transcript_1568
gene=GEP5	unassigned_transcript_4034
gene=IZH2	unassigned_transcript_5566
gene=NIP100	unassigned_transcript_6086
gene=RPC82	unassigned_transcript_6465
gene=YCR001W	unassigned_transcript_611
gene=POP1	unassigned_transcript_5082
gene=SNR74	unassigned_transcript_4619
gene=YGL188C-A	unassigned_transcript_2080
gene=HEM14	unassigned_transcript_1640
gene=YIF1	unassigned_transcript_5042
gene=YMR090W	unassigned_transcript_4707
gene=SHP1	unassigned_transcript_157
gene=BBC1	unassigned_transcript_3350
gene=SIN4	unassigned_transcript_5069
gene=YNCG0003C	unassigned_transcript_2060
gene=IML2	unassigned_transcript_3280
gene=CUE5	unassigned_transcript_5614
gene=RCH1	unassigned_transcript_4644
gene=NDC1	unassigned_transcript_4566
gene=AAN1	unassigned_transcript_3686
gene=TDA3	unassigned_transcript_2664
gene=MIA40	unassigned_transcript_3567
gene=MRPL8	unassigned_transcript_3299
gene=YJL132W	unassigned_transcript_3227
gene=IRC19	unassigned_transcript_3908
gene=NPR2	unassigned_transcript_1550
gene=FMP32	unassigned_transcript_1875
gene=GPB1	unassigned_transcript_5946
gene=GLE2	unassigned_transcript_1751
gene=DPH5	unassigned_transcript_4150
gene=COS4	unassigned_transcript_1860
gene=HUG1	unassigned_transcript_4532
gene=MKC7	unassigned_transcript_1120
gene=THP3	unassigned_transcript_6310
gene=MAP2	unassigned_transcript_126
gene=YJL027C	unassigned_transcript_3344
gene=HRD1	unassigned_transcript_5555
gene=RPT1	unassigned_transcript_3616
gene=PFK2	unassigned_transcript_4837
gene=TPS1	unassigned_transcript_357
gene=OTU2	unassigned_transcript_2635
gene=MVD1	unassigned_transcript_5350
gene=UTP21	unassigned_transcript_4394
gene=FSH1	unassigned_transcript_2710
gene=DPI35	unassigned_transcript_4754
gene=YAL064W	unassigned_transcript_7
gene=FAF1	unassigned_transcript_3068
gene=GAS1	unassigned_transcript_4947
gene=ALG9	unassigned_transcript_5084
gene=CBF1	unassigned_transcript_3434
gene=YSY6	unassigned_transcript_394
gene=RPN1	unassigned_transcript_2687
gene=AGA2	unassigned_transcript_2237
gene=YHR138C	unassigned_transcript_2809
gene=ARP4	unassigned_transcript_3281
gene=FPR3	unassigned_transcript_4515
gene=HXK1	unassigned_transcript_1996
gene=CAT2	unassigned_transcript_4554
gene=HSP150	unassigned_transcript_3199
gene=LCB1	unassigned_transcript_4936
gene=ECM8	unassigned_transcript_307
gene=RPS1A	unassigned_transcript_4430
gene=ERG5	unassigned_transcript_4623
gene=AIM9	unassigned_transcript_1721
gene=DCP2	unassigned_transcript_5182
gene=ZNF1	unassigned_transcript_1869
gene=YOR008C-A	unassigned_transcript_5577
gene=CWC2	unassigned_transcript_764
gene=PGU1	unassigned_transcript_3531
gene=ROY1	unassigned_transcript_4895
gene=TRM3	unassigned_transcript_857
gene=LTE1	unassigned_transcript_48
gene=SKG6	unassigned_transcript_2824
gene=PSF1	unassigned_transcript_976
gene=YNCB0017C	unassigned_transcript_443
gene=YNCB0017C	gene=YNCP0007C
gene=YNCB0017C	unassigned_transcript_6201
gene=YNCB0017C	gene=YNCP0018C
gene=YNCB0017C	unassigned_transcript_6385
gene=GND2	unassigned_transcript_2560
gene=SPC98	unassigned_transcript_5175
gene=CPR5	unassigned_transcript_1290
gene=YPL119C-A	unassigned_transcript_6141
gene=TIF6	unassigned_transcript_6281
gene=MRPS18	unassigned_transcript_4996
gene=PKH3	unassigned_transcript_1459
gene=VAC8	unassigned_transcript_1608
gene=MED6	unassigned_transcript_2724
gene=PCM1	unassigned_transcript_1555
gene=UBX3	unassigned_transcript_876
gene=VHS1	unassigned_transcript_1229
gene=MST28	unassigned_transcript_92
gene=PET9	unassigned_transcript_185
gene=MRL1	unassigned_transcript_6341
gene=YLR326W	unassigned_transcript_4305
gene=MIN10	unassigned_transcript_1973
gene=LCL1	unassigned_transcript_6207
unassigned_transcript_1361	unassigned_transcript_1790
unassigned_transcript_1361	unassigned_transcript_4130
unassigned_transcript_1361	unassigned_transcript_6002
